,Sentence,Sentiment
4998,"kalnapilio-tauro grupe ( kalnapilis-tauras group ) , which is owned by denmark 's royal unibrew , raised its market share to 25.2 percent from 23.91 percent , as beer sales for the nine months jumped by 11.4 percent to 52.99 million liters .",positive
4999,"a total of 185 wonderware certified sis are available to integrate and support wonderware products such as intouch -« hmi software , industrialsql server historian , wonderware information server , dt analyst software or qi analyst spc software .",neutral
5000,timo penttila has been appointed new manager responsible for the asset management of nordea 's institutional customers in finland .,neutral
5001,"the company 's goal is to achieve annual savings of eur 2 million ( usd 2.7 m ) , of which two thirds are to be realized in 2010 .",positive
5002,"the company offers payroll services , including payroll processing , payroll tax administration , and employee pay services , including direct deposit , check signing , and readychex .",neutral
5003,"in china , finnish kone that provides elevators , escalators , and solutions for modernisation and maintenance will build 342 escalators that will be installed in a high-speed railway section between beijing and shanghai in a 1.5 years ' time .",positive
5004,"financialwire ( tm ) , in cooperation with the investrend broadcast syndicate , also provides complete , daily conference call and webcast schedules as a service to shareholders and investors via the firstalert ( tm ) networks oefirstalert ( tm ) daily .",neutral
5005,return on investment was 16.6 % compared to 15.8 % in 2004 .,positive
5006,"the omx helsinki 25 ended 0.47 pct lower at 3,150.55 and the omx helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",negative
5007,"the decision of tekes was based on , among other , the following grounds : the project has a significant impact on the business development of the company .",neutral
5008,stuk today is a full service house expert in radiation and nuclear safety issues .,neutral
5009,"in april 2005 , neste separated from its parent company , finnish energy company fortum , and became listed on the helsinki stock exchange .",neutral
5010,"finnish bank of +àland reports operating profit of eur 2.2 mn in the first quarter of 2010 , down from eur 6.3 mn in the corresponding period in 2009 .",neutral
5011,nordea group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,positive
5012,looking for a strong bounce $spy -- lunchtime rally coming. $dia $iwm $qqq $aa $fb,positive
5013,`` fixed mobile convergence solutions represent a key value proposition in today 's communication market .,neutral
5014,"most of the growth in beer consumption took place in the far east , latin america and africa .",neutral
5015,"qualcomm: 10% dividend increase rewards patient investors, the future looks bright https://t.co/tjjvpqhhqd $qcom",positive
5016,he is resting comfortably and is looking forward to getting back to work . '',neutral
5017,"the e7 smartphone will be available for rs35 ,000 per handset across india , '' nokia india vice-president & managing director d shivakumar told reporters .",neutral
5018,stockmann was established in 1862 in finland and it became the first foreign company to enter russia 's retail trade market in 1989 .,neutral
5019,"operating loss totalled eur 0.3 mn , down from a profit of eur 5.1 mn in the first half of 2009 .",negative
5020,"operating profit totalled eur 9.0 mn , down from eur 9.7 mn in the first half of 2008 .",neutral
5021,$rnn more bleeding monday.,negative
5022,"nordstjernan will make the offer in approximately one month , in september 2007 .",neutral
5023,"so mr. galvan made savings adjustments of his own , buying less liquor and watching portion sizes .",neutral
5024,"the parties have agreed not to disclose the price of the deal , the group said in a press release .",neutral
5025,"alexandria , va. , march 15 -- jaakko vilo of turku , finland , has developed a panel press .",neutral
5026,"liquid handling products include electronic and mechanical pipettes , disposable tips as well as pipette maintenance and calibration services for research institutions , healthcare and industrial laboratories .",neutral
5027,antniemi refuted a report by the finnish daily turun sanomat as if the company was reorganizing its operations in the baltic countries .,neutral
5028,"pnc, goldman sachs receive dividend hike green light (but don't act): http://stks.co/2pa7 $pnc $gs",positive
5029,"following the payment made in april , the company has a total of eur 23.0 million in loans from financial institutions .",neutral
5030,"these companies own a 20,000 sq. m. office and commercial building and substantial amount of building right for a new shopping center in liljeholmen , stockholm .",neutral
5031,profit for the period increased from eur 2.9 mn to eur 10.5 mn .,positive
5032,"$qihu totally missed this one, was about to jump in on that 60 break test but didn't, congrats shorts",negative
5033,"the utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .",neutral
5034,"$ko had missed earnings expectations for the last two quarters, so today’s strong results came as a major surprise http://stks.co/d0rhf",positive
5035,latvia 's stockmann shopping mall is a subsidiary of finland 's stockmann plc. .,neutral
5036,"finnish investment group neomarkka oyj ( hel : nembv ) said today that it will buy the former production facilities of kuitu finland ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .",neutral
5037,"in january-september 2007 , the group 's net sales from continuing operations rose to eur 213.1 mn from eur 172.6 mn in the corresponding period in 2006 .",positive
5038,"simultaneously with this merger plan another merger plan has been signed , according to which suomen projektivuokraus oy , a subsidiary of vtm-rakennuskonevuokraamo oy , would be merged with vtm-rakennuskonevuokraamo oy .",neutral
5039,"finnish electronics contract manufacturer scanfil reports net sales of eur 58.9 mn in the second quarter of 2007 , down from eur 62.4 mn a year earlier .",neutral
5040,"`` beyond the improved voice capabilities , customers now have a streamlined way to comply with recalls and other traceability requirements , providing them with a competitive advantage .",positive
5041,corrected-shire to buy dyax for about $5.9 bln,positive
5042,"it also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by vaahto in 2001 .",neutral
5043,nokia is also negotiating the product portfolio of the new company .,neutral
5044,glencore slumps 30 percent as debt fears grow,negative
5045,the value of the order is eur 4mn .,neutral
5046,the company said that it has agreed to a eur160m unsecured credit line from lenders .,neutral
5047,"the agreement , which will cover monitoring , maintenance , server capacity service and backups , has a one-year extension option .",neutral
5048,$bbry sierra. has a great cash balance and impressive growth rate.would be a wonderful marriage!,positive
5049,"profit after taxes for the period was up to eur0 .9 m , from eur0 .01 m last year .",positive
5050,"oka specialises in new construction , renovation work of residential and non-residential building as well as premises for industrial and logistical use .",neutral
5051,"neste oil s refineries have a combined crude oil refining capacity of approximately 260,000 barrels a day .",neutral
5052,the net sales decreased to eur 49.8 million from eur 59.9 million .,neutral
5053,"in 2007 , etteplan had turnover of eur125 .2 m.",neutral
5054,pretax profit rose to eur 0.6 mn from eur 0.4 mn in the corresponding period in 2005 .,positive
5055,"net sales of finnish sanoma learning & literature , of finnish media group sanoma , decreased by 3.6 % in january-june 2009 totalling eur 162.8 mn , down from eur 168.8 mn in the corresponding period in 2008 .",neutral
5056,the size of a cider bottle will remain unchanged .,neutral
5057,finlan 's listed food industry company hkscan group controlled companies in the baltics improved revenues by eur 3.5 mn to eur 160.4 mn in 2010 from eur 156.9 mn in the year before .,positive
5058,revenue in the quarter fell 8 percent to ( euro ) 2.4 billion compared to a year earlier .,negative
5059,ebit excluding non-recurring items was estimated to increase from 2009 .,positive
5060,what we think ?,neutral
5061,keith skeoch to step up as david nish quits as chief executive of standard life,neutral
5062,"the upgrade is intended to raise the network capacity from 450 mhz to 630 mhz in several cities , enabling bi-directional services for digital television as well as broadband data .",positive
5063,no financial details were provided .,neutral
5064,tesco share price tumbles after negative broker note,negative
5065,"according to finnish l+ñnnen tehtaat 's ceo matti karppinen , now that l+ñnnen tehtaat has sold the majority of its feed and grain business , it will quickly start to look for acquisitions .",neutral
5066,"finnish it consultancy satama interactive oyj said on november 13 , 2006 that jarmo lonnfors took up the position of ceo .",neutral
5067,"according to the company , the lay-offs will be temporary .",neutral
5068,"cargo traffic fell 1 % year-on-year to 8,561 tonnes in september 2009 .",neutral
5069,rihko started to manage raisio 's benecol business in summer 2006 after heading tobacco company altadis ' european operations .,neutral
5070,the financial statements and interim reports will be released around at 9.00 a.m. ( finnish time ) on the given dates .,neutral
5071,"the company was supposed to deliver machinery to a veneer mill in the tomsk region , in russia .",neutral
5072,"in the building and home improvement trade , net sales totalled eur 1,173 mn , down from eur 1,566 mn a year earlier .",negative
5073,"the talks involved the food and ingredients divisions , as well as group service functions , the company said .",neutral
5074,lloyds banking group's share price lifts amid reports bank is poised to axe hundreds of uk jobs,positive
5075,"outokumpu of finland , stainless steel manufacturer , plans to enter into a supply agreement with the indian railways .",positive
5076,shire share price under pressure after $32bn baxalta deal,negative
5077,"however , he expects banks to provide alternative financing .",positive
5078,"it would be premature to talk about dates , volume and the investment procedure , '' he said .",neutral
5079,"the russian government will contribute 20 % of the necessary funds , he said .",neutral
5080,we are now in a position to pursue novel clinical candidates going forward . '',positive
5081,cymed 's net sales are expected to amount to eur 3.5 mn in 2006 .,neutral
5082,"operating profit decreased to nearly eur 1.7 mn , however .",negative
5083,"following the acquisitions , panostaja will establish a new business unit which will focus on heat treatment of metals .",neutral
5084,"finland 's neste oil has been awarded the chemical industry federation of finland 's innovation award for its nexbtl technology , which enables biodiesel to be produced from vegetable oil and animal fat .",positive
5085,the finnish paints company acquired the remaining 49 pct that it did not own from ukraine 's lgu for an undisclosed sum .,neutral
5086,atria will also buy the shares of kauhajoen teurastamokiinteistot oy (kauhajoki slaughterhouse property)from itikka co-operative .,neutral
5087,terms of the acquisition were not disclosed .,neutral
5088,"combined with the basware enterprise purchase to pay portfolio , it provides a high level of automation for procurement and invoice workflows .",neutral
5089,"the company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000 .",neutral
5090,rsa insurance hires towergate's egan as chief financial officer,neutral
5091,"via the move , the company aims annual savings of some eur 3 million usd 4.3 m , the main part of which are expected to be realized this year .",positive
5092,"however , the bottom-line result improved thanks to positive financial items .",positive
5093,$nflx +3% of the lows,positive
5094,nyse owner ice may gatecrash deutsche boerse-lse merger,negative
5095,"ahlstrom , headquartered in helsinki , finland , is a global leader in the development , manufacture and marketing of high performance fibre-based materials .",neutral
5096,$dmnd green and moving,positive
5097,"in q2 of 2009 , profit before taxes amounted to eur 13.6 mn , down from eur 26.8 mn in q2 of 2008 .",neutral
5098,the value of this kind of order amounts usually between euro 2 and 3 million .,neutral
5099,"the cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories .",neutral
5100,the increase range will vary up to 10 % .,neutral
5101,lse-deutsche boerse merger would signal end to exchange mega-deals,positive
5102,operating profit for continuing operations fell to eur 48.3 mn from eur 72.4 mn in the first half of 2007 .,negative
5103,the company then said it will focus its resources on clinical research .,neutral
5104,glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,neutral
5105,"the tekla structures 16 installation has been built according to microsoft 's requirements for the windows 7 certification , the company added .",neutral
5106,astrazeneca acquires zs pharma in $2.7 billion deal,positive
5107,london marketwatch -- share prices ended lower in london monday as a rebound in bank stocks failed to offset broader weakness for the ftse 100 .,neutral
5108,kone shares dropped 4.1 percent to  x20ac 43 us$ 55.77 in helsinki .,negative
5109,"in 2007 , huhtamaki will continue to invest in organic growth .",neutral
5110,"the daily graphic newspaper , in october , reported an initiative being embarked upon by the fidelity bank to partner ghana post , which has offices across the country , to offer financial services to the unbanked and under-banked in the country .",neutral
5111,"glaston 's own glass processing unit , tamglass glass processing , is a manufacturer of high quality safety glass products operating in finland .",neutral
5112,"of these shares 14,747,084 are held by the company and the number of outstanding shares and voting rights attached to the shares amounts thus to 161,256,847 .",neutral
5113,"u.k. stocks little changed near record as barclays, shell fall",negative
5114,$amrn got sell signal 7/1/14 still in force with target below 1.50,negative
5115,"mr. mikko saavalainen , head of comptel 's global sales concludes : `` gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their oss today .",neutral
5116,"alexandria , va. , oct. 6 -- united states patent no. 7,804,288 , issued on sept. 28 , was assigned to vacon oyj ( vaasa , finland ) .",neutral
5117,finnish food industry companies hk ruokatalo and atria will form a joint venture company called l+ñnsi-kalkkuna to produce turkey meat .,positive
5118,"its annual capacity is some 10,000 mw .",neutral
5119,"s&p has kept its `` sell '' rating , while nordea and ubs have reaffirmed their `` buy '' recommendations .",neutral
5120,operating profit excluding restructuring costs grew to eur 44.5 million from eur 31.7 million while operating profit including restructuring costs showed even larger growth to eur 38.5 million from eur 7.4 million .,positive
5121,"revenue from july to september grew 21 percent to euro 2.3 billion , the finnish company said thursday .",positive
5122,operating profit rose to eur 13.1 mn from eur 8.7 mn in the corresponding period in 2007 representing 7.7 % of net sales .,positive
5123,$kcg bot at 2.24,positive
5124,"in finland , the bank of +àland reports its operating profit fell to eur 6.1 mn in the second quarter of 2008 from eur 7.5 mn in the second quarter of 2007 .",negative
5125,"in a separate announcement to the helsinki stock exchange , atria revealed that the company 's third quarter profits declined from eur13 .9 m in the third quarter of last year to eur12 .7 m in this year 's q3 .",neutral
5126,the finnish group anticipates a sales gain of eur42m after tax and expenses .,positive
5127,"operating loss of the pulp & paper machinery unit was over eur 3mn in september 2007 - august 2008 , compared to a profit of eur 3.7 mn a year earlier .",negative
5128,"in the baltic countries , sales fell by 40.2 % , and in russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .",negative
5129,companieskingfisher bid for mr bricolage runs into trouble,negative
5130,"the fair value change of investment properties was eur 15.8 mn , compared to eur 22.9 mn in the third quarter of 2009 .",neutral
5131,the company plans to expand into the international market through its subsidiaries and distributors from 2011 onwards .,positive
5132,the investment would be some eur5m .,neutral
5133,"according to finnish insurance companies tapiola , local insurance group ( l+ñhivakuutus ) , and pohjola the two fierce storms at the end of july and in the beginning of august 2010 that felled trees around finland have speeded up sales of forest insurance .",positive
5134,$gld http://stks.co/44ow on closer inspection.  resistance 10 points north at 200d and downward trendline. chart 2 of 2.,negative
5135,in sweden the agreement covers data communication services as well .,neutral
5136,$kep breaking out when the market pulls back  http://stks.co/r0cet,positive
5137,"the latest date for registration is on 4 april , 2006 .",neutral
5138,mr skogster currently serves as the manager responsible for abb oy 's system modules for low voltage drives .,neutral
5139,"pretax profit totaled eur 9.0 mn , down from eur 36.3 mn in 2007 .",neutral
5140,the rationalization of the operations seeks to achieve over eur 1 million in yearly savings as from the second quarter of the current financial year .,positive
5141,metso 's delivery will include a complete coated board line with related air systems and two winders .,neutral
5142,the reductions will be concluded by autumn 2010 .,neutral
5143,the company also said that its board of directors has proposed a profit distribution of eur0 .92 per share .,neutral
5144,$mpwr ceo sells 450k april 15th..meh,negative
5145,"please inform ir johanna koskinen of your participation no later than 20 april at 10 a.m. a telephone conference for financial analysts and investors , conducted in english , will begin at 3:00 p.m. finnish time ( eet ) .",neutral
5146,the bank forecasts finland 's gdp will grow by 2 % in 2010 and in 2011 .,positive
5147,"$hlf shorts made a killing last couple days, might make more if cover and buy back?",negative
5148,"adpnews - aug 3 , 2009 - finnish media group ilkka-yhtyma oyj hel : ilk2s said today its net profit fell 45 % on the year to eur 5.9 million usd 8.4 m in the first half of 2009 .",negative
5149,chief financial officer jim heindlmeyer said beyond oblivion is in advanced talks with the four major recording companies about its service .,neutral
5150,"in addition , the production at the varpaisj+â rvi factory will be stopped at the beginning of april 2009 .",negative
5151,e 's building system service had revenue of eur 355 mln in 2007 .,neutral
5152,most of the increase in net sales was due to the acquisition of swedish silva that produces garden tools and boats .,positive
5153,"budapest , august 10 mti - finnish electronics maker elcoteq will lay off 700 workers at its plants in pecs s hungary at the end of september because of falling orders , communications director for elcoteq 's local unit , zoltan krippl told mti on monday .",neutral
5154,"the product range includes marinated olives , cold cuts , and pates , for example .",neutral
5155,aldata noted that its voice supply chain technology approach enables vdw to integrate with warehouse management systems .,neutral
5156,nasdaq-listed yahoo inc has introduced a new service that enables malaysians to take their favorite internet content and services with them on their mobile phones .,positive
5157,"of these shares 29,659,239 are held by the company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 .",neutral
5158,"srv will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena .",neutral
5159,"$p bull flag on the daily, earnings on the table tomorrow +/-12 move.will straddle this one into earnings..lots of vol guaranteed here",positive
5160,sainsbury sales slip again as price pressures take a toll,negative
5161,"since the association 's data do not cover sales figures from about 100 small local breweries and sales of imported beer products , the actual market shares of its members are smaller than those given in the report .",neutral
5162,the deal is in line with etteplan 's strategy to operate as a partner of global customers and provide industrial technology design services .,neutral
5163,"according to hkscan finland , the plan is to increase j+ñrvi-suomen portti 's net sales to eur 80mn to eur 100mn .",positive
5164,watch these bancos.they're holding up relatively well compared to the broad market $xlf $bac $gs $c <--large c buying in $bac in backburner,positive
5165,"the divested company is part of tietoenator 's business area government , manufacturing & retail .",neutral
5166,rosen was cautious about being too optimistic inregard to the second half of the year .,neutral
5167,"the seminar introduced modern , clean technologies and products , financial tools and sponsorship programs for energy and environment projects as well as the potential to develop clean energy in vietnam .",positive
5168,"in the reporting period , net sales rose by 8 % year-on-year to eur64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was eur10 .9 m in the review period .",positive
5169,"apartments of yit home may be purchased in 5 regions of russia , where yit subsidiaries carry out their activities : moscow and moscow region , st. petersburg , ekaterinburg , kazan and rostov-on-don .",neutral
5170,$bone earnings stocks poised to pop http://stks.co/2zwe,positive
5171,finnish kci konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,positive
5172,spain's caixabank launches new takeover bid for banco bpi,positive
5173,stock exchange announcement 20 july 2006 1 ( 1 ) basware share subscriptions with warrants and increase in share capital a total of 119 850 shares have been subscribed with basware warrant program .,neutral
5174,"finnish scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of eur 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 .",negative
5175,entertainment one dispels itv takeover rumours,positive
5176,the dividends payable annually shall be deducted from the share subscription price .,neutral
5177,new product launches in finland will more than double from 2005 .,positive
5178,this assignment strengthens poyry 's position as an international provider of engineering and project services to the chemical process industry .,positive
5179,"our customers come from the following countries : uk , usa , spain , france , italy , germany , china , sweden , norway , netherlands , austria , belgium , switzerland , czech republic , serbia , finland , canada , russia , ukraine , portugal , denmark , ireland , south korea , estonia and liechtenstein .",neutral
5180,"alpina sports is a lebanon , new hampshire usa based distributor of e.g. alpina ski shoes and skis , exel ski poles , start ski waxes and now also peltonen cross-country skis .",neutral
5181,cargotec germany gmbh has been awarded a contract by stadtverwaltung mainz for chassis bodies under open procedure .,positive
5182,reported operating margin was a negative 5.9 % .,negative
5183,the purchase price was not disclosed .,neutral
5184,okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,neutral
5185,finnish pharmaceuticals company orion 's net sales rose to eur 190mn in the first quarter of 2009 from eur 180mn in the first quarter of 2008 .,positive
5186,the company is well positioned in brazil and uruguay .,positive
5187,"upside moves in the volatile #mining sector, sending anglo american plc $aal up 6.8% as of 4:30 pm, london time",positive
5188,sales were down 14 per cent in finland and up 27 per cent abroad where sales were lifted by the strong growth in sales in russia and lithuania .,neutral
5189,$fb down 7.5% from this #bearish pattern.  considering the #bullish sentiment - that's an impressive bearish move https://t.co/tajf0ch2qh,negative
5190,that would be an increase from estimated sales of 117 million last year .,positive
5191,"according to sepp+ñnen , the new technology umts900 solution network building costs are by one-third lower than that of the building of 3.5 g networks , operating at 2,100 mhz frequency .",positive
5192,to be number one means creating added value for stakeholders in everything we do .,neutral
5193,number of offers received for this contract is two .,neutral
5194,donations to universities the annual general meeting authorized the board of directors to donate max .,neutral
5195,"it expects revenue between $ 8.4 billion and $ 8.7 billion , compared to analyst estimates of $ 8.67 billion .",neutral
5196,lse gets hong kong regulatory nod to hk firms to become lse members,positive
5197,the diameter protocol is developed according to the standards ietf rfc 3588 and ietf rfc 3539 .,neutral
5198,underground parking facilities will also be built on the basement floor .,neutral
5199,$dish weakness continues again. 49.43 area resistance after last week,negative
5200,#fusioniq new positive timing signal on $sbux today https://t.co/9imlxz4yna please retweet #signals,positive
5201,the representative body of swedish meats approved an improved offer from finnish hk ruokatalo to acquire the company .,positive
5202,m-real 's sales are expected to have increased by 4 % year-on-year to eur609m in the second quarter of 2010 .,positive
5203,"weber convinced his friend ray ostrom , who owned a lake street sporting goods store , to sell the lures .",neutral
5204,"$aapl is now beaten down, hated, etc. / hhhmm opposite of 700> what happens next?",negative
5205,the most significant challengers in the market are logset and sampo-rosenlew .,neutral
5206,the district court of helsinki dismissed all charges as the court of first instance in 2005 .,positive
5207,teleste bk optiflex amplifier products will be used in ongoing capacity upgrade of kdg 's network to bi-directionality .,neutral
5208,"the business units of the investlesprom group cover the full forest industry chain , and the group owns forests , sawmills , paper and pulp mills , and other processing plants .",neutral
5209,"previously , the company expected its 2008 financial performance to remain at the same level as in 2008 .",neutral
5210,insurers: admiral blows hot and cold but aviva soars pre-friends life merger,neutral
5211,retail giant kingfisher reports 'solid' start to the year,positive
5212,"maximum amount of terminations in finland is 40 employees , the company added .",neutral
5213,$tsla yeah lets go down to 230s lol,negative
5214,"the company 's scheduled traffic , measured in revenue passenger kilometres rpk , grew by just over 2 % and nearly 3 % more passengers were carried on scheduled flights than in february 2009 .",positive
5215,validating our fgvoip client through symbian signed represents a significant step forward in accomplishing this goal .,positive
5216,$ebay  e-bay bay!  working on a couple daily dojis .. should continue to the downside  https://t.co/lgu0ybxeze,negative
5217,royal mail gets mixed bag from ofcom postal regulation report,neutral
5218,"ragutis , which is based in lithuania 's second-largest city kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters .",positive
5219,the trade is in accordance with the agreement announced on 26 march 2008 .,neutral
5220,"initial estimated total value of the contract was 250 000 euros , excluding vat .",neutral
5221,shell and bg shareholders to vote on deal at end of january,neutral
5222,"after completion of the acquisition , poyry 's oil and gas expertise will cover multi-discipline engineering and consulting services across the complete oil and gas asset lifecycle , including deepwater engineering services .",neutral
5223,: lietuvos respublikos sveikatos apsaugos ministerija has awarded contract to uab `` affecto lietuva '' for financial systems software package .,positive
5224,the order was worth eur 8mn .,neutral
5225,$ibm staying strong,positive
5226,$crus upgraded to a buy by alpha street research,positive
5227,#apple up almost 20% from its february lows with very little fanfare. $aapl,positive
5228,"rio tinto swings to loss, drops dividend policy",negative
5229,cision says the sale will return its u.k. operation to profitability .,positive
5230,"isolationism? another sell rating, sell ratings on spy, qqq, iwm and several companies https://t.co/j35fnnx744 $aapl #apple $axp $bac",negative
5231,"due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .",negative
5232,"in sales volume , coca-cola 's market share has decreased by 2.2 % to 24.2 % .",neutral
5233,l&t 's net profit for the whole 2010 dropped to eur 36 million from eur 45 million for 2009 .,negative
5234,"the order consists of outsourced application management , support and planning for tecnotree and third-party applications .",neutral
5235,group net sales in the third quarter of 2007 totaled eur 142.3 mn and operating profit eur 4.3 mn .,neutral
5236,"vaisala , headquartered in helsinki in finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry .",neutral
5237,$spy looks like bear traps getting laid faster than cadbury creme eggs by the easter bunny,positive
5238,finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .,neutral
5239,"furthermore , the company will sell the warehouse and office buildings in loudeac and saint marcel and lease new joint premises for these operations in morvillars .",neutral
5240,sales of mid-strength beer decreased by 40 % .,neutral
5241,abn : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of citycon oyj .,neutral
5242,the company has 120 employees and annual sales of approximately eur16m .,neutral
5243,"according to m-real 's ceo , mikko helander , this transaction will enable the company to proceed swiftly with its restructuring program .",positive
5244,$baba may take a few days wks months watch what happened to $fb $twtr after they ipo. mrkt needs to washout. to hunt well need 2 wait stalk.,neutral
5245,"in 2008 , the deal is likely to bring savings of eur 20mn-25mn .",positive
5246,"new delhi , july 17 -- sahlberg teppo , kallio timo and mustonen tuomas of m real oyj , espoo , finland have developed novel markings and methods of producing the same .",neutral
5247,international operations accounted for over 80 % of net sales .,neutral
5248,"these financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements .",positive
5249,$gild chart: with $ibb back over support. https://t.co/gprz2ujfc4,positive
5250,as a result of the negotiations the employment of 130 blue - and white-collar employees at the oulu plant would be terminated .,neutral
5251,operating loss amounted to eur 0.7 mn compared to a profit of eur 0.8 mn in the second quarter of 2005 .,negative
5252,the order also includes extensive maintenance work of a shoe press delivered by vaahto in 2001 .,neutral
5253,"thanks to the internet , consumers compare products more than previously and finnish companies are not competitive .",neutral
5254,"operating profit totalled eur 5.8 mn , up from a loss of eur 1.7 mn in the fourth quarter of 2009 .",positive
5255,the real estate company posted a net loss of +ó  x201a -¼ 59.3 million +ó  x201a -¼ 0.21 per share compared with a net profit of +ó  x201a -¼ 31 million +ó  x201a -¼ 0.11 per share for the corresponding quarter of 2007 .,negative
5256,earnings per share ( eps ) amounted to a loss of eur0 .38 .,negative
5257,"the biggest sellers in the chain 's supermarkets in finland are organic pirkka tomatoes , carrots , eggs , and meat products .",neutral
5258,$aapl long 630.91,positive
5259,the divestment of raisio 's margarine business in may 2009 gave the company a clearer focus on grain-based products .,positive
5260,the total value of the project is valued at sek 30bn ( eur 2.83 bn usd 3.81 bn ) .,neutral
5261,"@cgrantwsj i think this $tsla bubble might go on for some time. so long as ppl love the cars, they might keep getting funding.",positive
5262,"when the product is manufactured in finland , it is also packed in the country .",neutral
5263,$luv continues to consolidate above previous break out area...,positive
5264,`` i 'm not sure what 's happening .,neutral
5265,"adp news - nov 18 , 2008 - finnish ac drives manufacturer vacon oyj omx : vac1v said today that it had set up new representative offices in romania and ukraine to serve the growing markets in eastern and southeastern europe .",positive
5266,nokia has inaugurated its manufacturing plant near chennai on 11 mar 2006 .,neutral
5267,scanfil issued a profit warning on 10 april 2006 .,neutral
5268,"the contract includes design , construction , delivery of equipment , installation and commissioning .",neutral
5269,"the fixed-term contract of mr. jarmo ukonaho , the current general manager of incap 's indian operations , will finish by the end of the year .",neutral
5270,vnh generates annual net sales of about 5 mln eur and employs 21 people .,neutral
5271,"finland 's leading metals group outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",positive
5272,$amzn trailing 12 months operating cash flow rose 48% to $4.98 billion & free cash flow decreased 63% to $388 million http://stks.co/c06zg,neutral
5273,it posted a turnover of 4.5 mln euro $ 6.1 mln and an operating profit of 1.5 mln euro $ 2.0 mln for 2006 .,neutral
5274,the dismissed staff members will now take the matter to court unless it can be settled outside .,negative
5275,linkedin revenue up nearly 50% http://stks.co/g1f4t  $lnkd,positive
5276,lemmink+ñinen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s .,neutral
5277,zao yit moskovia builds housing in moscow and its surrounding cities .,neutral
5278,"the value of the deal exceeds eur500 ,000 , the company said .",neutral
5279,"the period 's sales dropped to eur 30.6 million from eur 38.3 million , according to the interim report , released today .",negative
5280,"scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in sievi , in finland .",neutral
5281,"the repo rate will gradually reach 2 % at the end of 2010 , according to nordea 's economic outlook .",neutral
5282,symphony services provides development services for aldata gold .,neutral
5283,"`` we have a license agreement with nokia corp. which in part expires on april 9 , 2007 .",neutral
5284,the divested stake represented about 2.7 m shares in okmetic 's capital .,neutral
5285,"$aapl bounce right now has no vol, more vol when it slid",positive
5286,"los angeles-based pacific office properties trust acquires , owns , and operates office properties in the western u.s. , focusing initially on the markets of honolulu , san diego , los angeles , and phoenix .",neutral
5287,"in finland , the five largest brands control 90 % of the beer market .",neutral
5288,"adanac molybdenum of canada has ordered grinding technology for its molybdenum project in british columbia , canada , while shalkiya zinc of kazakhstan has awarded a contract for grinding technology for the shalkiya zinc-lead project in kazakhstan .",positive
5289,"as part of the transaction , the +ä+ñnekoski paper mill remained in m-real 's ownership and continued galerie art production for sappi under a long-term contract .",neutral
5290,delivery is due in the second half of 2011 .,neutral
5291,the agreement is valid for four years .,neutral
5292,"finnish shipping company finnlines , of the grimaldi group , reports its net sales decreased to eur 241.8 mn in january-june 2009 from eur 384.0 mn in the corresponding period in 2008 .",neutral
5293,"it also has strong assets in electronic media , employing 18,500 an increase of 9 percent on last year .",positive
5294,"many of the commercial vessels had got stuck in the narrow bay of bothnia , where the ice is thicker , and around the aaland islands .",negative
5295,"the venture , which will be 51 % owned by kemira and 49 % by ivrcl , will operate an inorganic coagulant manufacturing facility , to be built in vishakapatnam vizag in the state of andhra pradesh and to kick off operations in the second half of 2011 .",neutral
5296,there did not seem to be enough hours in a day for pekkarinen .,neutral
